node,label,description
https://data.cooperationdatabank.org/vocab/class/Institutional_ChoiceVariable,Institutional Choice-related independent variables,"Variables related to how institutions (e.g., punishment and reward mechanisms) were established, such as institutional choice or vote strategy"
https://data.cooperationdatabank.org/vocab/class/Degree_of_conflicting_interestsVariable,Degree of conflicting interests-related independent variables,Variables related to the degree of conflict in the prisoner's dilemma
https://data.cooperationdatabank.org/vocab/class/FramingVariable,Framing-related independent variables,"Variables related to the way information is presented about the same underlying game, such as gain-loss fraiming and give-take framing"
https://data.cooperationdatabank.org/vocab/class/Time_PressureVariable,Time Pressure-related independent variables,"Variables related to the time participants spent to make the decision, such as whether they had time pressure"
https://data.cooperationdatabank.org/vocab/class/Normative_BehaviorVariable,Normative Behavior-related independent variables,Variables related to whether participants are provided information about normative behaviors in thier group while making their decisions
https://data.cooperationdatabank.org/vocab/class/EmotionsVariable,Emotions-related independent variables,Variables related to participants' and partner's emotional states as assessed or manipulated in the game
https://data.cooperationdatabank.org/vocab/class/Motivational_OrientationVariable,Motivational Orientation-related independent variables,Variables related to the goals participants adopted to guide their decisions in the game
https://data.cooperationdatabank.org/vocab/class/IdentificationVariable,Identification-related independent variables,"Variables related to whether the participants identified their partner(s) as a member of the ingroup, outgroup, or unidentified stranger, including variables such as partner group membership and common knowledge of partner group membership"
https://data.cooperationdatabank.org/vocab/class/EthnicityVariable,Ethnicity-related independent variables,Variables related to participants' ethnicity
https://data.cooperationdatabank.org/vocab/class/Experimental_SettingVariable,Experimental Setting-related independent variables,"Variables related to the setting in which the experiment was conducted, such as lab, classroom, or online."
https://data.cooperationdatabank.org/vocab/class/Extra_annotationVariable,Extra annotation-related independent variables,Variables that could not be classified in any existing superclass
https://data.cooperationdatabank.org/vocab/class/FeedbackVariable,Feedback-related independent variables,Variables related to the information participants received about partners' behavior in the game
https://data.cooperationdatabank.org/vocab/class/IncentivesVariable,Incentives-related independent variables,"Variables related to how decisions in the game determine the payoff, such as presence of a lottery or provision of a show-up fee"
https://data.cooperationdatabank.org/vocab/class/GenderVariable,Gender-related independent variables,Variables related to participants' gender
https://data.cooperationdatabank.org/vocab/class/Perception_of_the_partner(s)Variable,Perception of the partner(s)-related independent variables,Variables related to how participants perceive the partner(s) in the game
https://data.cooperationdatabank.org/vocab/class/Gender_RoleVariable,Gender Role-related independent variables,Variables related to participants' gender roles
https://data.cooperationdatabank.org/vocab/class/HormonesVariable,Hormones-related independent variables,Variables related to participants' (assessed or administered) hormonal levels while making their decisions
https://data.cooperationdatabank.org/vocab/class/PersonalityVariable,Personality-related independent variables,Variables related to participants' personality traits or individual differences in abnormal cognitions and behaviors
https://data.cooperationdatabank.org/vocab/class/Institution__Variable,Institution  -related independent variables,"Variables related to other institutional mechanisms than punishment and reward, such as the implementation of rebates and refunds"
https://data.cooperationdatabank.org/vocab/class/Intergroup_Competition_Variable,Intergroup Competition -related independent variables,"Variables related to settings in which multiple groups each experience a social dilemma, incentive structures promote that groups compete for better outcomes, and/or group outcomes of the dilemmas are compared to each other. 

"
https://data.cooperationdatabank.org/vocab/class/Partner(s)'_strategiesVariable,Partner(s)' strategies-related independent variables,Variables related to the strategies played by participants' partner in the game
https://data.cooperationdatabank.org/vocab/class/MatchingVariable,Matching-related independent variables,"Variables related to how participants are paired with others during the interaction, such as matching protocol and partner choice"
